x,y,z,vx,vy,vz,ax,ay,az,v_mag,a_mag
1.667117,0.3293829,1.034583,0.9460222,0.5163462,0.9749257,-0.04905171,-0.07377495,0.02905669,1.45329,0.09323683
1.686124,0.3398209,1.054314,0.947251,0.5202608,0.9786854,-0.03661256,-0.07621607,0.03033481,1.458006,0.08983079
1.705156,0.3503332,1.074081,0.9483528,0.5241787,0.9823005,-0.02429722,-0.07862436,0.03162007,1.462549,0.08815879
1.72421,0.3609199,1.093883,0.9493224,0.528099,0.9858198,-0.01210635,-0.08100018,0.03291186,1.46695,0.08826541
1.743283,0.3715808,1.113719,0.9501546,0.5320207,0.9892922,-3.659732E-05,-0.08334409,0.03421171,1.471237,0.09009262
1.762374,0.3823164,1.13359,0.9508441,0.535943,0.9927657,0.01191069,-0.08565626,0.0355191,1.47544,0.09349045
1.781412,0.3930939,1.153555,0.9513818,0.5385026,0.996264,0.005671603,-0.09480381,0.01632199,1.479072,0.09636565
1.800399,0.4039137,1.173615,0.9518479,0.5410619,0.9997857,-0.0004654428,-0.1038599,-0.002696254,1.482678,0.1038959
1.819333,0.4147758,1.193769,0.9523174,0.5436212,1.003307,-0.006503399,-0.1128253,-0.02153575,1.48629,0.1150462
1.838217,0.4256805,1.214016,0.9528646,0.5461808,1.006803,-0.01244276,-0.1217008,-0.04019967,1.489938,0.1287708
1.857056,0.4366281,1.234354,0.9535632,0.5487408,1.010251,-0.01828521,-0.1304873,-0.05869057,1.493655,0.1442424
1.875991,0.4476798,1.254756,0.954495,0.5532017,1.013661,-0.01907054,-0.1201531,-0.03422206,1.498199,0.1263788
1.895025,0.4588355,1.275222,0.955556,0.5576633,1.016997,-0.01989891,-0.1099123,-0.01000305,1.502784,0.112146
1.914159,0.470095,1.295749,0.95665,0.5621259,1.020255,-0.02076913,-0.09976414,0.01396787,1.507344,0.1028559
1.933389,0.4814582,1.316336,0.9576814,0.5665902,1.023432,-0.02168152,-0.08970784,0.03769098,1.511817,0.09969049
1.952713,0.4929253,1.336983,0.958556,0.5710565,1.026524,-0.0226331,-0.07974269,0.06117246,1.516142,0.1030205
1.971992,0.5044147,1.35768,0.9591717,0.5727928,1.029485,-0.01795019,-0.08906778,0.04387433,1.519191,0.1008971
1.991223,0.515927,1.378427,0.9596085,0.5745306,1.032377,-0.01327472,-0.09830158,0.02676174,1.522083,0.1027405
2.010405,0.527462,1.399221,0.9599337,0.5762694,1.035216,-0.008608687,-0.1074452,0.009830458,1.524871,0.1082369
2.029538,0.5390198,1.420063,0.960214,0.5780087,1.038022,-0.003950144,-0.1164994,-0.006918659,1.527611,0.1167715
2.048621,0.5506005,1.440951,0.9605151,0.5797482,1.040813,0.0006992906,-0.1254648,-0.02349078,1.530356,0.1276469
2.067732,0.5622469,1.46191,0.9609047,0.5827389,1.043625,-0.004555257,-0.1222098,-0.01769238,1.533648,0.1235678
2.086871,0.5739588,1.482938,0.9613578,0.5857297,1.04642,-0.009772021,-0.1189849,-0.01196054,1.536972,0.1199832
2.106037,0.5857361,1.504035,0.9618521,0.5887209,1.049177,-0.01494813,-0.11579,-0.006301052,1.5403,0.1169208
2.125232,0.5975788,1.5252,0.9623651,0.5917128,1.051876,-0.02008587,-0.1126246,-0.0007088712,1.543604,0.1144039
2.144456,0.6094871,1.54643,0.9628749,0.5947058,1.054496,-0.0251846,-0.1094887,0.004814476,1.546857,0.1124509
2.163699,0.6214455,1.567699,0.9633588,0.5972063,1.057011,-0.02148144,-0.1084477,0.008168235,1.549835,0.1108561
2.182961,0.6334546,1.589005,0.9638048,0.5997079,1.059441,-0.01782271,-0.1074152,0.01149792,1.552735,0.1094891
2.202242,0.6455138,1.610346,0.9642,0.6022105,1.061802,-0.01420791,-0.1063909,0.01480058,1.555558,0.108351
2.22154,0.6576235,1.631722,0.9645314,0.6047138,1.064106,-0.0106374,-0.1053748,0.01807716,1.558307,0.107442
2.240853,0.6697835,1.653132,0.9647861,0.6072177,1.066369,-0.007109248,-0.104367,0.02132552,1.560983,0.1067604
2.260141,0.6819745,1.67459,0.9649508,0.6090024,1.068596,-0.007627513,-0.1077923,0.01288537,1.563301,0.1088274
2.279405,0.6941967,1.696096,0.9650597,0.6107873,1.070793,-0.008121978,-0.1111848,0.004526009,1.565567,0.1115729
2.298643,0.7064499,1.717648,0.9651458,0.6125727,1.072958,-0.008593043,-0.1145448,-0.003748223,1.567798,0.1149278
2.317857,0.7187344,1.739245,0.9652418,0.6143584,1.07509,-0.009040779,-0.1178724,-0.01194212,1.570015,0.1188203
2.337047,0.73105,1.760888,0.9653802,0.6161444,1.077186,-0.009464596,-0.1211683,-0.02005476,1.572235,0.1231809
2.356266,0.7434214,1.782573,0.9655937,0.6186749,1.079252,-0.01057538,-0.1168266,-0.01228908,1.574775,0.1179462
2.375516,0.7558484,1.804298,0.9658513,0.6212057,1.081277,-0.01169174,-0.1125262,-0.004606609,1.577316,0.1132257
2.394796,0.7683309,1.826064,0.9661227,0.6237369,1.083256,-0.0128141,-0.1082671,0.002993442,1.579837,0.1090639
